,AC SN,EICAS Message,MDC Message,LRU,ATA,B1-Equation,Type,Equation Description,Total Occurences,Consective Days,Consecutive FL,Intermittent,Reason(s) for flag,Priority,Known Top Message - Recommended Documents,MHIRJ ISE Recommendation,Additional Comments,MHIRJ ISE Input
802,15109, ,NO L-AHC-1 BUS INPUT,FCC 1,22-11,B1-006673,Fault Message,"AHC1 is strapped. FCC1 isreporting L-AHC-1 input inactive,while AHC1 is present at IOC1 andAHC1 is not reporting an internalor heading fault. Suspect FCC1, orwiring.FCC may report L-AHC-1 bus asfailed for a period of 90+ secondswhile aligning after the L-AHC hasbeen powered up.",3,0,0,0,Total occurances exceeded 2 occurances. ,0,"Known Nuissance: Y / In-Service Document: None / FIM Task: None / Remarks: System message, cross check with PIREPS & EICAS",0,0,0
803,15109, ,NO R-AHC-1 BUS INPUT,FCC 2,22-11,B1-245113,Fault Message,"AHC2 is strapped. FCC2 isreporting R-AHC-1 input inactive,while AHC2 is present at IOC2 andAHC2 is not reporting an internalor heading fault. Suspect FCC2, orwiring.Engines are running. FCC mayreport R-AHC-1 bus as failed for aperiod of 90+ seconds whilealigning after the R-AHC has beenpowered up.",2,0,0,0,Total occurances exceeded 2 occurances. ,0,"Known Nuissance: Y / In-Service Document: None / FIM Task: 22−12−14−810−819  / Remarks: System message, cross check with PIREPS & EICAS",0,0,0
806,15109, ,NO L-ED-1 BUS INPUT,IAPS IOC 1B,22-12,B1-007008,Fault Message,"IOC 1B is reporting L-EICASDisplay-1 input inactive, whileIOC 1A is reporting L-EICASDisplay-1 input active. Suspect afailed IOC 1B input, or wiring.",4,0,0,0,Total occurances exceeded 2 occurances. ,0,Known Nuissance: N / In-Service Document: None / FIM Task: 22−12−04−810−819 / Remarks: Crosscheck with PIREPS related to ED1 / Follow FIM,0,0,0
809,15109, ,NO R-ED-1 BUS INPUT,IAPS IOC 2B,22-12,B1-007082,Fault Message,"IOC 2B is reporting R-EICASDisplay-1 input inactive, whileIOC 2A is reporting R-EICASDisplay-1 input active. Suspect afailed IOC 2B input, or wiring.",4,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
841,10229,TRU FAN FAIL,FAN/OVERHEAT SW,TRU2,24-30,B1-008229,Fault Message,"The TRU has reached excessivetemperature, suggesting a fanfailure or an overheat switchfailure.",4,0,0,0,Total occurances exceeded 2 occurances. ,0,Known Nuissance: N / In-Service Document: None / FIM Task: 24−31−01−810−802 / Remarks: FIM INTRO  Intermittent  List,0,0,0
851,15133, ,NO L-AHC-1 BUS INPUT,FCC 1,22-11,B1-006673,Fault Message,"AHC1 is strapped. FCC1 isreporting L-AHC-1 input inactive,while AHC1 is present at IOC1 andAHC1 is not reporting an internalor heading fault. Suspect FCC1, orwiring.FCC may report L-AHC-1 bus asfailed for a period of 90+ secondswhile aligning after the L-AHC hasbeen powered up.",4,0,0,0,Total occurances exceeded 2 occurances. ,0,"Known Nuissance: Y / In-Service Document: None / FIM Task: None / Remarks: System message, cross check with PIREPS & EICAS",0,0,0
859,15212,CAS MESSAGE: L ENG BLEED (AMBER),R FADEC P6 OUT OF RANGE,ACSC 2,21-61,B1-005833,Fault Message,The synthesized P6 pressurecomputed by the R FADEC is notreceived on the Arinc 429 or isset at invalid data.,2,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
863,15212, ,NO L-ED-1 BUS INPUT,IAPS IOC 1B,22-12,B1-007008,Fault Message,"IOC 1B is reporting L-EICASDisplay-1 input inactive, whileIOC 1A is reporting L-EICASDisplay-1 input active. Suspect afailed IOC 1B input, or wiring.",2,0,0,0,Total occurances exceeded 2 occurances. ,0,Known Nuissance: N / In-Service Document: None / FIM Task: 22−12−04−810−819 / Remarks: Crosscheck with PIREPS related to ED1 / Follow FIM,0,0,0
881,10241,AC BUS 1 if external AC is the only AC power source,NO EXT AC PR SIGNAL,GCU 1,24-11,B1-006884,Fault Message,The command of APU GCU for GTC1 isnot correctly received by GCU1.,2,0,0,0,Total occurances exceeded 2 occurances. ,0,"Known Nuissance: N / In-Service Document: None / FIM Task: 24−21−01−810−807 / Remarks: Crosscheck with EICAS
Follow FIM",0,0,0
913,10189,CAS MESSAGE: CARGO SOV FAIL (WHITE),NO CONTROL/POS DISAGREE,CARGO INLET SOV,21-61,B1-006112,Fault Message,Right ACS controller has detecteda disagree between cargo bay SOV1position and command during themonitoring of the valve.,2,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
931,10163,CAS MESSAGE: L PACK FAULT (WHITE),NO ACSC-2B BUS INPUT,ACSC 1,21-61,B1-005819,Fault Message,No data is received on the Arinc429 bus input from ACSC2 Channel B.,3,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
932,10163,CAS MESSAGE: R PACK FAULT (WHITE),CH B FAULT,ACSC 2,21-61,B1-005830,Fault Message,Channel B of the controller isinoperative.,3,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
937,10163, ,NO EGPWS-2 BUS INPUT,IAPS IOC 2A,22-12,B1-007055,Fault Message,"EGPWS-2 input to IOC 2A isinactive, while EGPWS-2 input toIOC 2B is reported active. SuspectIOC 2A, or wiring.",3,0,0,0,Total occurances exceeded 2 occurances. ,0,,0,0,0
941,10329,CAS MESSAGE: AVIONICS FAN (AMBER),AVIONICS FAN 1 FAIL,AVIONICS FAN,21-61,B1-006083,Fault Message,Low speed has been detected onAvionics fan 1 as it was selectedON or normal speed has beendetected with fan selected off.,3,0,0,0,Total occurances exceeded 2 occurances. ,0,"Known Nuissance: N / In-Service Document: None / FIM Task: 21−24−16−810−803 / Remarks: Crosscheck with PIREPS / EICAS
Follow FIM",0,0,0
988,10211,CAS MESSAGE: L ENG BLEED (AMBER),R FADEC P6 OUT OF RANGE,ACSC 2,21-61,B1-005833,Fault Message,The synthesized P6 pressurecomputed by the R FADEC is notreceived on the Arinc 429 or isset at invalid data.,6,0,2,0,Total occurances exceeded 2 occurances. Maximum consecutive flight legs exceeded 2 flight legs. ,0,,0,0,0
0,15469, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,4,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
8,10197, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,2,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
21,10242, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,7,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
35,10200, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,4,1,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
39,10200,CAS MESSAGE: DISPLAY COOL (AMBER),LOW FAN SPEED,DISPLAY FAN1,21-61,B1-006414,Fault Message,Low fan speed has been detected onDisplay fan1 as it was selected ON.,2,0,0,0,Total occurances exceeded 2 occurances. ,1,"Known Nuissance: N / In-Service Document: None / FIM Task: 21−24−12−810−801 / Remarks: Crosscheck with PIREPS / EICAS
Follow FIM","1. Check the cockpit display filter first, replace if necessary.
Follow FIM 21−24−12−810−801
1. Wiring
2. Avionics cooling panel PL38","Check the cockpit display filter first, replace if necessary.","MDT logic: ACSC1 L350b26 set on either Ch. A or B

Check the cockpit display filter first, replace if necessary."
60,10214,ADG FAIL,INTERNAL FAULT,ADG GCU,24-23,B1-005891,Fault Message,ADG Bit reports an ADG GCUinternal failure. The unit has tobe replaced.,2,0,0,0,Total occurances exceeded 2 occurances. ,1,"Known Nuissance: Y / In-Service Document: RIL #2255 / FIM Task: 24−23−05−810−801  / Remarks: FIM INTRO  Intermittent  List
RIL Reset procedure","Other action? Or just follow FIM if posted after X total logs in X days? Or X consecutive legs? Days?
Follow FIM TASK 24−23−05−810−801:
1. Main Battery SSPC K100 unserviceable.
2. Main battery BT2 low power.
3. Defective wiring interface.
4. ADG GCU A154 unserviceable.",0,"Specilaist input?
Is RIL 2255 still valid? Is it in FIM intro?
What if posting frequently?"
66,10226, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,3,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
71,10226,CAS MESSAGE: DISPLAY COOL (AMBER),LOW FAN SPEED,DISPLAY FAN1,21-61,B1-006414,Fault Message,Low fan speed has been detected onDisplay fan1 as it was selected ON.,2,1,0,0,Total occurances exceeded 2 occurances. ,1,"Known Nuissance: N / In-Service Document: None / FIM Task: 21−24−12−810−801 / Remarks: Crosscheck with PIREPS / EICAS
Follow FIM","1. Check the cockpit display filter first, replace if necessary.
Follow FIM 21−24−12−810−801
1. Wiring
2. Avionics cooling panel PL38","Check the cockpit display filter first, replace if necessary.","MDT logic: ACSC1 L350b26 set on either Ch. A or B

Check the cockpit display filter first, replace if necessary."
79,10143, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,3,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
86,10202, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,5,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
95,10249, ,INTERNAL FAULT,ACSC 1,21-61,B1-005812,Fault Message,Internal Fault,2,0,0,0,Total occurances exceeded 2 occurances. ,1,Known Nuissance: Y / In-Service Document: CRJ700/900-SL-21-018 / FIM Task: 21−61−04−810−816  / Remarks: Nuisance on ACSC1 / Reset Procedure,"1. Reset per SL procedure: 
a) Reset procedure
b) Wait for 30 sec., then select L Pack Manual Mode 
c) Wait for 30 sec., and then select Pack Auto Mode. 
d) If still cycling Swap ACSC. If not replace ACSC. Do not remove sensors
2. Follow FIM 21−61−04−810−81:
NOTE:Bombardier strongly recommends to swap ASCSs before replacing the LRUs. Byswapping LRUs, you will verify the integrity of the ASCSs. Go to Fault Confirmation.
1. Pack Discharge Pressure Sensor (PDPS) MT13 unserviceable.
2. Pack Inlet Flow Sensor (PIFS) MT11 unserviceable.
3. Pack Inlet Pressure Sensor (PIPS) MT9 unserviceable.
4. Defective wiring interface between Air Conditioning System Controller #1 (ACSC 1)and oneof the pressure sensors.","This is related to pack cycling. Will have to revise SL (by 30 Sept 2020) and the FIM (31 Oct 2020).

A new SDS, SL, FON and FIM is being done (as of 9/24/20). Do not replace PIPS, PIFS or PDPS for cycling. Reset is there is still cycling go to the FIM.","Per SL-21-018 (to be revised as of 9/24/20)

This is related to pack cycling. Will have to revise SL procedure (by 30 Sept 2020) and the FIM (31 Oct 2020). (Input from specialist Sep/2020)

Fleet wide msg in top #10 position
Reset SL procedure is not in FIM"
