Aircraft,Tail#,Flight Leg No,ATA Main,ATA Sub,ATA,ATA Description,LRU,DateAndTime,MDC Message,Status,Flight Phase,Type,Intermittent,Equation ID,Source,Diagnostic Data,Data Used to Determine Msg,ID,Flight#
AC10209,752SK,27403,49,0,49-00,APU,START MOTOR,11/30/2020 22:07,SHORT/LO PWR INPUT,LRU OK/INFO,GROUND,Fault,0,B1-006022,AC10209K.FMH,,351 APU ECU 000081,40286708763ca6e201763e7135972d64,3079
AC15168,554CA,19991,21,31,21-31,Cabin Pressure Control System,SAFETY VLV2,11/30/2020 22:07,OPEN POSITION SIGNAL,FAILED/WIRING,AIR,Service,0,B1-006172,AC15168P.SMH,,350 CPC 2 100002,40286708763ca6e201763db8733a14cb,3630
AC10166,752EV,733,30,0,30-00,ICE & RAIN PROTECTION,L COWL A/ICE SOV,11/30/2020 22:05,SOV SW POSITION MISMATCH,FAILED/WIRING,AIR,Fault,0,B1-039268,AC10166B.FMH,,"250 AIRCRAFT DISCR L 180001
256 AIRCRAFT DSCR2 L 000000
250 AIRCRAFT DISCR R 180002
256 AIRCRAFT DSCR2 R 000000",402867087646f3a601764bf36e9e4d93,3286
AC10331,633SK,16412,23,22,23-22,ACARS,ACARS,11/30/2020 22:05,NO OUTPUT,FAILED/WIRING,AIR,Fault,0,B1-005792,AC10331G.FMH,"270 ACARS ------
350 ACARS ------
351 ACARS ------",350 ACARS ------,402867087646f3a601764bc4bb7c4baf,3165
AC10145,705SK,,28,0,28-00,FUEL,FQGC,11/30/2020 22:04,NO LA IOC-6 BUS INPUT,LRU OK/INFO,,Fault,,B1-006806,AC10145I.CFM,,,4028670876189a4701761b36fdaf4494,
AC10229,764SK,,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 22:04,INTERNAL FAULT,FAILED/WIRING,,Fault,,B1-005812,AC10229H.CFM,,,4028670876189a4701761b37046c44a1,
AC10243,770SK,25332,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 22:04,NO L-AHRS-3 BUS INPUT,LRU OK/INFO,TAXI,Fault,0,B1-008021,AC10243B.FMH,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000001
352A SSCU 1 000000
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001","355A SSCU 1 EXT 000000
355B SSCU 1 EXT 000001",40286708763ca6e201763dc55ab1181a,3284
AC10145,705SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 22:04,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10145I.CFM,,,4028670876189a4701761b36fdbf4495,
AC10145,705SK,31624,49,0,49-00,APU,START MOTOR,11/30/2020 22:04,OPEN PWR/SENSE WIRE,FAILED/WIRING,TAXI,Service,1,B1-006021,AC101450.SMH,,351 APU ECU 000041,402867087646f3a6017647c53ef70917,3170
AC10201,745SK,27499,38,10,Oct-38,POTABLE WATER,PRESS XDCR,11/30/2020 22:04,OUT OF RANGE,FAILED,AIR,Fault,1,B1-007617,AC102019.FMH,,351 PWS CNTRL UNIT 000009,4028670876189a4701761ba78e114fea,9900
AC10228,763SK,27454,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 22:04,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10228K.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761b6a9bb048e1,3188
AC10229,764SK,,31,41,31-41,Engine Indication and Crew Alerting System (EICAS),DCU 1,11/30/2020 22:04,FDR FAILURE,FAILED,,Fault,,B1-006250,AC10229H.CFM,,,4028670876189a4701761b37047744a2,
AC10243,770SK,25332,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 22:04,FCS DIAG CODE=YD DIS,LRU OK/INFO,TAXI,Fault,0,B1-006679,AC10243B.FMH,"071 FCC 1 0000A1
351 FCC 1 200080","071 FCC 1 0000A1
351 FCC 1 200080",40286708763ca6e201763dc55ab1181b,3284
AC15099,813SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 22:04,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC15099I.CFM,,"252 AIRCRAFT DISCR L 088001
252 AIRCRAFT DISCR R 088002",4028670876189a4701761b3710ca44ad,
AC10222,758SK,27059,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 22:03,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007061,AC10222O.SMH,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",4028670876189a4701761b9325f74c76,3074
AC10222,758SK,27059,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 22:03,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007026,AC10222O.SMH,"350 IAPS IOC 2A 600002
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 627E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 600002
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",4028670876189a4701761b9325f74c77,3074
AC10222,758SK,27059,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 22:03,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC10222O.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",4028670876189a4701761b9326074c78,3074
